Project ID,Project Start Date,Project Completion Date,Borough,Postcode,Census Tract,NTA - Neighborhood Tabulation Area,Building Completion Date,Reporting Construction Type,Extended Affordability Only,Extremely Low Income Units,Very Low Income Units,Low Income Units,Moderate Income Units,Middle Income Units,All Counted Units,Total Units,Project Start Year,Project End Year,Percent
73260,2022-12-30,2024-01-01,Brooklyn,11201,,,,Preservation,No,0,0,0,1,0,1,1,2022,2024,1.0
73326,2022-12-30,2024-01-01,Brooklyn,11226,790,BK95,,New Construction,No,0,0,0,0,5,5,15,2022,2024,0.333
73325,2022-12-29,2024-01-01,Brooklyn,11226,79601,BK60,,New Construction,No,0,0,0,0,4,4,11,2022,2024,0.364
66225,2022-12-28,2024-01-01,Manhattan,10026,20102,MN11,,Preservation,No,0,0,0,9,0,9,9,2022,2024,1.0
66225,2022-12-28,2024-01-01,Manhattan,10027,257,MN11,,Preservation,No,0,0,0,9,0,9,9,2022,2024,1.0
66225,2022-12-28,2024-01-01,Manhattan,10026,20102,MN11,,Preservation,No,0,0,0,18,0,18,18,2022,2024,1.0
73324,2022-12-28,2024-01-01,Bronx,10467,394,BX44,,New Construction,No,0,0,0,0,3,3,10,2022,2024,0.3
73337,2022-12-28,2024-01-01,Staten Island,10341,,,,Preservation,No,0,1,0,0,0,1,1,2022,2024,1.0
73323,2022-12-27,2024-01-01,Brooklyn,11211,513,BK73,,New Construction,No,0,0,0,0,43,43,143,2022,2024,0.301
73336,2022-12-27,2024-01-01,Staten Island,10341,,,,Preservation,No,2,0,0,0,0,2,2,2022,2024,1.0
71471,2022-12-23,2022-12-23,Queens,11435,22001,QN35,12/23/2022,Preservation,Yes,0,22,88,79,3,192,192,2022,2022,1.0
71471,2022-12-23,2022-12-23,Queens,11435,22001,QN35,12/23/2022,Preservation,Yes,1,18,89,78,4,190,190,2022,2022,1.0
71703,2022-12-23,2024-01-01,Bronx,10470,442,BX62,,New Construction,No,72,0,0,0,0,73,73,2022,2024,1.0
72746,2022-12-23,2022-12-23,Bronx,10454,39,BX39,12/23/2022,Preservation,No,139,5,0,0,0,145,145,2022,2022,1.0
64415,2022-12-22,2024-01-01,Brooklyn,11239,1070,BK82,,New Construction,No,0,0,8,0,0,8,8,2022,2024,1.0
64415,2022-12-22,2024-01-01,Brooklyn,11239,1070,BK82,,New Construction,No,0,0,8,0,0,8,8,2022,2024,1.0
64415,2022-12-22,2024-01-01,Brooklyn,11239,1070,BK82,,New Construction,No,6,2,0,0,0,8,8,2022,2024,1.0
64415,2022-12-22,2024-01-01,Brooklyn,11239,1070,BK82,,New Construction,No,0,8,0,0,0,8,8,2022,2024,1.0
64415,2022-12-22,2024-01-01,Brooklyn,11239,1070,BK82,,New Construction,No,5,3,0,0,0,8,8,2022,2024,1.0
64415,2022-12-22,2024-01-01,Brooklyn,11239,1070,BK82,,New Construction,No,0,0,8,0,0,8,8,2022,2024,1.0
64415,2022-12-22,2024-01-01,Brooklyn,11239,1070,BK82,,New Construction,No,4,4,0,0,0,8,8,2022,2024,1.0
64415,2022-12-22,2024-01-01,Brooklyn,11239,1070,BK82,,New Construction,No,0,0,8,0,0,8,8,2022,2024,1.0
64415,2022-12-22,2024-01-01,Brooklyn,11239,1070,BK82,,New Construction,No,3,5,0,0,0,8,8,2022,2024,1.0
64415,2022-12-22,2024-01-01,Brooklyn,11239,1070,BK82,,New Construction,No,0,0,8,0,0,8,8,2022,2024,1.0
64415,2022-12-22,2024-01-01,Brooklyn,11239,1070,BK82,,New Construction,No,6,2,0,0,0,8,8,2022,2024,1.0
64415,2022-12-22,2024-01-01,Brooklyn,11239,1070,BK82,,New Construction,No,0,0,8,0,0,8,8,2022,2024,1.0
64415,2022-12-22,2024-01-01,Brooklyn,11239,1070,BK82,,New Construction,No,0,0,8,0,0,8,8,2022,2024,1.0
64415,2022-12-22,2024-01-01,Brooklyn,11239,1070,BK82,,New Construction,No,5,3,0,0,0,8,8,2022,2024,1.0
64415,2022-12-22,2024-01-01,Brooklyn,11239,1070,BK82,,New Construction,No,0,0,8,0,0,8,8,2022,2024,1.0
64415,2022-12-22,2024-01-01,Brooklyn,11239,1070,BK82,,New Construction,No,4,4,0,0,0,8,8,2022,2024,1.0
64415,2022-12-22,2024-01-01,Brooklyn,11239,1070,BK82,,New Construction,No,0,0,8,0,0,8,8,2022,2024,1.0
64415,2022-12-22,2024-01-01,Brooklyn,11239,1070,BK82,,New Construction,No,4,4,0,0,0,8,8,2022,2024,1.0
64415,2022-12-22,2024-01-01,Brooklyn,11239,1070,BK82,,New Construction,No,0,0,8,0,0,8,8,2022,2024,1.0
64415,2022-12-22,2024-01-01,Brooklyn,11239,1070,BK82,,New Construction,No,5,3,0,0,0,8,8,2022,2024,1.0
64415,2022-12-22,2024-01-01,Brooklyn,11239,1070,BK82,,New Construction,No,0,8,0,0,0,8,8,2022,2024,1.0
64415,2022-12-22,2024-01-01,Brooklyn,11239,1070,BK82,,New Construction,No,0,0,7,0,0,8,8,2022,2024,1.0
64415,2022-12-22,2024-01-01,Brooklyn,11239,1070,BK82,,New Construction,No,4,4,0,0,0,8,8,2022,2024,1.0
64415,2022-12-22,2024-01-01,Brooklyn,11239,1070,BK82,,New Construction,No,0,0,8,0,0,8,8,2022,2024,1.0
64415,2022-12-22,2024-01-01,Brooklyn,11201,,,,New Construction,No,6,2,0,0,0,8,8,2022,2024,1.0
64415,2022-12-22,2024-01-01,Brooklyn,11201,,,,New Construction,No,0,0,8,0,0,8,8,2022,2024,1.0
64415,2022-12-22,2024-01-01,Brooklyn,11201,,,,New Construction,No,5,3,0,0,0,8,8,2022,2024,1.0
64415,2022-12-22,2024-01-01,Brooklyn,11201,,,,New Construction,No,0,0,8,0,0,8,8,2022,2024,1.0
64415,2022-12-22,2024-01-01,Brooklyn,11201,,,,New Construction,No,5,3,0,0,0,8,8,2022,2024,1.0
64415,2022-12-22,2024-01-01,Brooklyn,11201,,,,New Construction,No,0,0,8,0,0,8,8,2022,2024,1.0
67005,2022-12-22,2024-01-01,Brooklyn,11206,253,BK75,,New Construction,No,36,8,15,0,0,60,60,2022,2024,1.0
69182,2022-12-22,2024-01-01,Bronx,10455,83,BX33,,Preservation,No,40,1,0,0,0,42,42,2022,2024,1.0
69182,2022-12-22,2024-01-01,Bronx,10455,83,BX33,,Preservation,No,42,0,0,0,0,42,42,2022,2024,1.0
69325,2022-12-22,2024-01-01,Bronx,10452,189,BX26,,Preservation,No,7,0,1,0,0,9,9,2022,2024,1.0
69325,2022-12-22,2024-01-01,Bronx,10459,12101,BX35,,Preservation,No,0,10,1,0,0,11,11,2022,2024,1.0
69325,2022-12-22,2024-01-01,Bronx,10456,135,BX35,,Preservation,No,9,16,20,0,0,46,46,2022,2024,1.0
69325,2022-12-22,2024-01-01,Bronx,10472,5002,BX55,,Preservation,No,0,3,1,0,0,4,4,2022,2024,1.0
70054,2022-12-22,2022-12-22,Bronx,10456,17902,BX14,12/22/2022,Preservation,Yes,45,1,18,10,0,74,74,2022,2022,1.0
73322,2022-12-22,2024-01-01,Brooklyn,11232,143,BK37,,New Construction,No,0,0,0,0,3,3,8,2022,2024,0.375
72944,2022-12-21,2024-01-01,Brooklyn,11205,1237,BK75,,New Construction,No,0,12,12,6,0,30,120,2022,2024,0.25
73172,2022-12-21,2022-12-21,Queens,11431,,,12/21/2022,New Construction,No,0,0,1,0,0,1,1,2022,2022,1.0
73173,2022-12-21,2022-12-21,Bronx,10451,,,12/21/2022,New Construction,No,0,0,1,0,0,1,1,2022,2022,1.0
63260,2022-12-20,2024-01-01,Manhattan,10027,222,MN11,,New Construction,No,51,43,74,0,0,169,169,2022,2024,1.0
68462,2022-12-19,2024-01-01,Queens,11691,992,QN12,,New Construction,No,37,43,65,0,0,146,146,2022,2024,1.0
73153,2022-12-19,2022-12-19,Manhattan,10001,,,12/19/2022,New Construction,No,0,0,1,0,0,1,1,2022,2022,1.0
73321,2022-12-19,2024-01-01,Brooklyn,11210,776,BK58,,New Construction,No,0,0,0,0,4,4,9,2022,2024,0.444
73334,2022-12-19,2024-01-01,Brooklyn,11249,545,BK72,,Preservation,No,0,38,1,0,0,39,39,2022,2024,1.0
73334,2022-12-19,2024-01-01,Brooklyn,11249,545,BK72,,Preservation,No,0,35,4,0,0,39,39,2022,2024,1.0
73334,2022-12-19,2024-01-01,Brooklyn,11249,545,BK72,,Preservation,No,0,35,0,0,0,36,36,2022,2024,1.0
73334,2022-12-19,2024-01-01,Brooklyn,11249,545,BK72,,Preservation,No,0,177,15,0,0,192,192,2022,2024,1.0
73334,2022-12-19,2024-01-01,Brooklyn,11249,545,BK72,,Preservation,No,0,33,2,0,0,36,36,2022,2024,1.0
73334,2022-12-19,2024-01-01,Brooklyn,11249,545,BK72,,Preservation,No,0,180,12,0,0,192,192,2022,2024,1.0
71949,2022-12-16,2022-12-16,Bronx,10456,135,BX35,12/16/2022,Preservation,Yes,53,6,0,0,0,60,60,2022,2022,1.0
72160,2022-12-16,2024-01-01,Brooklyn,11212,924,BK81,,New Construction,No,130,51,34,0,0,216,216,2022,2024,1.0
73152,2022-12-16,2022-12-16,Staten Island,10341,,,12/16/2022,New Construction,No,0,0,1,0,0,1,1,2022,2022,1.0
73156,2022-12-16,2022-12-16,Queens,11431,,,12/16/2022,New Construction,No,0,0,1,0,0,1,1,2022,2022,1.0
73159,2022-12-16,2022-12-16,Manhattan,10001,,,12/16/2022,New Construction,No,0,0,1,0,0,1,1,2022,2022,1.0
73320,2022-12-16,2024-01-01,Brooklyn,11226,818,BK95,,New Construction,No,0,0,0,0,13,13,41,2022,2024,0.317
73327,2022-12-16,2024-01-01,Bronx,10451,,,,Preservation,No,0,0,0,3,0,3,3,2022,2024,1.0
62194,2022-12-15,2024-01-01,Brooklyn,11208,1178,BK83,,New Construction,No,109,109,217,0,0,436,436,2022,2024,1.0
70189,2022-12-15,2024-01-01,Queens,11368,44301,QN25,,Preservation,No,58,5,2,3,0,69,69,2022,2024,1.0
70189,2022-12-15,2024-01-01,Queens,11368,43702,QN25,,Preservation,No,55,8,3,0,0,67,67,2022,2024,1.0
70189,2022-12-15,2024-01-01,Queens,11368,44301,QN25,,Preservation,No,58,6,4,1,0,69,69,2022,2024,1.0
71952,2022-12-15,2024-01-01,Manhattan,10128,154,MN32,,Preservation,Yes,128,2,1,0,0,132,132,2022,2024,1.0
72815,2022-12-15,2024-01-01,Brooklyn,11249,551,BK73,,New Construction,No,0,0,0,0,91,91,399,2022,2024,0.228
68426,2022-12-14,2024-01-01,Bronx,10457,36901,BX17,,New Construction,No,133,0,0,0,0,134,134,2022,2024,1.0
69291,2022-12-14,2022-12-14,Bronx,10453,21502,BX36,12/14/2022,Preservation,No,0,45,33,0,0,79,79,2022,2022,1.0
69422,2022-12-14,2022-12-14,Bronx,10453,21502,BX36,12/14/2022,Preservation,No,0,54,22,0,0,77,77,2022,2022,1.0
73248,2022-12-14,2024-01-01,Brooklyn,11210,784,BK91,,New Construction,No,0,0,0,0,9,9,27,2022,2024,0.333
67528,2022-12-13,2024-01-01,Manhattan,10032,245,MN36,,Preservation,No,119,20,7,0,0,146,146,2022,2024,1.0
72135,2022-12-12,2024-01-01,Brooklyn,11222,563,BK76,,New Construction,No,0,0,37,0,0,37,381,2022,2024,0.097
73108,2022-12-09,2022-12-09,Bronx,10451,,,12/09/2022,New Construction,No,0,0,1,0,0,1,1,2022,2022,1.0
73109,2022-12-09,2022-12-09,Brooklyn,11201,,,12/09/2022,New Construction,No,0,0,1,0,0,1,1,2022,2022,1.0
73300,2022-12-09,2024-01-01,Queens,11103,6502,QN70,,New Construction,No,0,0,0,0,3,3,7,2022,2024,0.429
73314,2022-12-09,2024-01-01,Queens,11369,361,QN27,,New Construction,No,0,0,0,0,3,3,8,2022,2024,0.375
72783,2022-12-07,2024-01-01,Manhattan,10028,138,MN32,,New Construction,No,0,0,9,0,0,9,128,2022,2024,0.07
73110,2022-12-07,2022-12-07,Staten Island,10341,,,12/07/2022,New Construction,No,0,0,1,0,0,1,1,2022,2022,1.0
73246,2022-12-07,2024-01-01,Bronx,10456,145,BX01,,New Construction,No,0,0,0,0,10,10,31,2022,2024,0.323
73296,2022-12-07,2024-01-01,Staten Island,10304,27,SI37,,New Construction,No,0,0,0,0,9,9,10,2022,2024,0.9
69863,2022-12-06,2024-01-01,Brooklyn,11220,78,BK32,,Preservation,No,2,8,14,0,0,24,24,2022,2024,1.0
69863,2022-12-06,2024-01-01,Brooklyn,11220,78,BK32,,Preservation,No,2,7,15,0,0,24,24,2022,2024,1.0
72172,2022-12-02,2024-01-01,Manhattan,10023,157,MN14,,Preservation,No,0,0,173,0,0,173,174,2022,2024,0.994
73313,2022-12-01,2024-01-01,Brooklyn,11226,828,BK95,,New Construction,No,0,0,0,0,3,3,10,2022,2024,0.3
73319,2022-12-01,2024-01-01,Bronx,10467,42901,BX43,,New Construction,No,0,0,0,0,30,30,98,2022,2024,0.306
72413,2022-11-30,2024-01-01,Brooklyn,11217,12901,BK37,,New Construction,No,0,28,0,5,0,33,143,2022,2024,0.231
73079,2022-11-30,2022-11-30,Bronx,10451,,,11/30/2022,New Construction,No,0,0,1,0,0,1,1,2022,2022,1.0
73080,2022-11-30,2022-11-30,Brooklyn,11201,,,11/30/2022,New Construction,No,0,0,1,0,0,1,1,2022,2022,1.0
73331,2022-11-30,2024-01-01,Brooklyn,11201,,,,Preservation,No,0,0,1,0,0,1,1,2022,2024,1.0
73312,2022-11-29,2024-01-01,Queens,11103,6502,QN70,,New Construction,No,0,0,0,0,6,6,20,2022,2024,0.3
73318,2022-11-29,2024-01-01,Brooklyn,11220,22,BK32,,New Construction,No,0,0,0,0,16,16,53,2022,2024,0.302
73330,2022-11-29,2024-01-01,Queens,11431,,,,Preservation,No,0,0,0,1,0,1,1,2022,2024,1.0
73333,2022-11-29,2024-01-01,Queens,11431,,,,Preservation,No,0,0,0,2,0,2,2,2022,2024,1.0
73299,2022-11-28,2024-01-01,Queens,11368,379,QN26,,New Construction,No,0,0,0,0,3,3,7,2022,2024,0.429
73311,2022-11-28,2024-01-01,Bronx,10469,340,BX07,,New Construction,No,0,0,0,0,3,3,8,2022,2024,0.375
73311,2022-11-28,2024-01-01,Bronx,10469,340,BX07,,New Construction,No,0,0,0,0,3,3,8,2022,2024,0.375
71243,2022-11-23,2024-01-01,Brooklyn,11210,788,BK42,,New Construction,No,0,0,9,0,0,9,52,2022,2024,0.173
70653,2022-11-22,2024-01-01,Queens,11102,83,QN71,,New Construction,No,0,0,8,0,0,8,28,2022,2024,0.286
71833,2022-11-22,2024-01-01,Brooklyn,11206,507,BK75,,Preservation,No,0,0,45,0,0,45,46,2022,2024,0.978
71733,2022-11-21,2024-01-01,Queens,11101,31,QN68,,New Construction,No,0,0,16,0,0,16,50,2022,2024,0.32
73031,2022-11-18,2022-11-18,Bronx,10451,,,11/18/2022,New Construction,No,0,0,1,0,0,1,1,2022,2022,1.0
73055,2022-11-18,2022-11-18,Queens,11431,,,11/18/2022,New Construction,No,0,0,1,0,0,1,1,2022,2022,1.0
73056,2022-11-18,2022-11-18,Bronx,10451,,,11/18/2022,New Construction,No,0,0,1,0,0,1,1,2022,2022,1.0
73094,2022-11-17,2024-01-01,Brooklyn,11201,,,,Preservation,No,0,0,1,0,0,1,1,2022,2024,1.0
73310,2022-11-17,2024-01-01,Brooklyn,11216,261,BK75,,New Construction,No,0,0,0,0,3,3,10,2022,2024,0.3
68726,2022-11-16,2024-01-01,Bronx,10454,39,BX39,,Preservation,No,0,7,0,0,0,8,8,2022,2024,1.0
68726,2022-11-16,2024-01-01,Bronx,10454,41,BX39,,Preservation,No,0,9,0,0,0,9,9,2022,2024,1.0
68726,2022-11-16,2024-01-01,Bronx,10455,83,BX33,,Preservation,No,7,28,5,0,0,41,41,2022,2024,1.0
68726,2022-11-16,2024-01-01,Bronx,10454,39,BX39,,Preservation,No,0,15,3,0,0,18,18,2022,2024,1.0
69762,2022-11-16,2024-01-01,Brooklyn,11223,422,BK25,,New Construction,No,0,0,14,0,0,14,41,2022,2024,0.341
73096,2022-11-10,2024-01-01,Queens,11431,,,,Preservation,No,0,2,0,0,0,2,2,2022,2024,1.0
69505,2022-11-04,2024-01-01,Brooklyn,11206,28501,BK78,,New Construction,No,77,0,15,0,0,93,93,2022,2024,1.0
73032,2022-11-04,2022-11-04,Brooklyn,11201,,,11/04/2022,New Construction,No,0,0,1,0,0,1,1,2022,2022,1.0
73033,2022-11-04,2022-11-04,Manhattan,10001,,,11/04/2022,New Construction,No,0,0,1,0,0,1,1,2022,2022,1.0
73058,2022-11-03,2022-11-03,Queens,11431,,,11/03/2022,New Construction,No,0,0,1,0,0,1,1,2022,2022,1.0
73252,2022-11-03,2024-01-01,Manhattan,10018,99,MN13,,New Construction,No,0,54,54,27,0,135,532,2022,2024,0.254
73242,2022-11-01,2024-01-01,Bronx,10461,204,BX59,,New Construction,No,0,0,0,0,14,14,45,2022,2024,0.311
73294,2022-11-01,2024-01-01,Brooklyn,11207,1158,BK85,,New Construction,No,0,0,0,0,8,8,11,2022,2024,0.727
73235,2022-10-31,2024-01-01,Brooklyn,11221,421,BK78,,New Construction,No,0,0,0,0,2,2,6,2022,2024,0.333
73236,2022-10-31,2024-01-01,Bronx,10454,43,BX39,,New Construction,No,0,0,0,0,3,3,8,2022,2024,0.375
71957,2022-10-28,2024-01-01,Brooklyn,11201,,,,Preservation,No,0,0,0,0,1,1,1,2022,2024,1.0
71969,2022-10-28,2024-01-01,Manhattan,10029,184,MN34,,New Construction,No,0,3,3,0,0,6,24,2022,2024,0.25
73005,2022-10-28,2022-10-28,Staten Island,10341,,,10/28/2022,New Construction,No,0,0,1,0,0,1,1,2022,2022,1.0
73006,2022-10-28,2022-10-28,Bronx,10451,,,10/28/2022,New Construction,No,0,0,1,0,0,1,1,2022,2022,1.0
73007,2022-10-28,2022-10-28,Queens,11431,,,10/28/2022,New Construction,No,0,1,0,0,0,1,1,2022,2022,1.0
73008,2022-10-28,2022-10-28,Bronx,10451,,,10/28/2022,New Construction,No,0,1,0,0,0,1,1,2022,2022,1.0
73249,2022-10-28,2024-01-01,Brooklyn,11203,818,BK95,,New Construction,No,0,0,0,0,8,8,24,2022,2024,0.333
72129,2022-10-27,2024-01-01,Brooklyn,11201,33,BK68,,New Construction,No,0,0,8,0,0,8,591,2022,2024,0.014
73073,2022-10-27,2024-01-01,Brooklyn,11201,,,,Preservation,No,0,0,0,2,0,2,2,2022,2024,1.0
73185,2022-10-27,2024-01-01,Brooklyn,11210,784,BK91,,New Construction,No,0,0,0,0,7,7,22,2022,2024,0.318
73230,2022-10-25,2024-01-01,Brooklyn,11203,814,BK91,,New Construction,No,0,0,0,0,3,3,8,2022,2024,0.375
73240,2022-10-25,2024-01-01,Queens,11102,87,QN71,,New Construction,No,0,0,0,0,18,18,60,2022,2024,0.3
73247,2022-10-25,2024-01-01,Brooklyn,11217,127,BK38,,New Construction,No,0,0,0,0,9,9,28,2022,2024,0.321
73308,2022-10-25,2024-01-01,Bronx,10455,73,BX34,,New Construction,No,0,0,0,0,4,4,13,2022,2024,0.308
73309,2022-10-25,2024-01-01,Brooklyn,11219,110,BK34,,New Construction,No,0,0,0,0,3,3,10,2022,2024,0.3
72586,2022-10-24,2024-01-01,Queens,11431,,,,Preservation,No,0,0,0,1,0,1,1,2022,2024,1.0
73237,2022-10-24,2024-01-01,Brooklyn,11211,501,BK90,,New Construction,No,0,0,0,0,5,5,14,2022,2024,0.357
72986,2022-10-21,2022-10-21,Bronx,10451,,,10/21/2022,New Construction,No,0,0,1,0,0,1,1,2022,2022,1.0
72988,2022-10-21,2022-10-21,Bronx,10451,,,10/21/2022,New Construction,No,0,0,1,0,0,1,1,2022,2022,1.0
66645,2022-10-19,2024-01-01,Bronx,10468,40701,BX28,,New Construction,No,94,17,5,0,0,116,116,2022,2024,1.0
71445,2022-10-19,2024-01-01,Brooklyn,11208,1166,BK82,,New Construction,No,95,10,17,0,0,123,123,2022,2024,1.0
72587,2022-10-19,2024-01-01,Queens,11431,,,,Preservation,No,0,0,0,1,0,1,1,2022,2024,1.0
73243,2022-10-19,2024-01-01,Bronx,10468,411,BX05,,New Construction,No,0,0,0,0,14,14,44,2022,2024,0.318
73071,2022-10-18,2024-01-01,Brooklyn,11201,,,,Preservation,No,0,0,0,1,0,1,1,2022,2024,1.0
70276,2022-10-17,2024-01-01,Brooklyn,11238,199,BK69,,Preservation,No,1,30,10,0,0,41,41,2022,2024,1.0
72972,2022-10-14,2022-10-14,Queens,11431,,,10/14/2022,New Construction,No,0,0,1,0,0,1,1,2022,2022,1.0
71808,2022-10-13,2024-01-01,Brooklyn,11218,504,BK40,,New Construction,No,0,15,18,0,0,33,131,2022,2024,0.252
72975,2022-10-13,2022-10-13,Brooklyn,11201,,,10/13/2022,New Construction,No,0,0,1,0,0,1,1,2022,2022,1.0
73241,2022-10-13,2024-01-01,Queens,11694,928,QN10,,New Construction,No,0,0,0,0,18,18,60,2022,2024,0.3
69287,2022-10-12,2024-01-01,Manhattan,10025,177,MN12,,Preservation,No,30,121,0,9,0,161,200,2022,2024,0.805
71720,2022-10-12,2024-01-01,Bronx,10452,189,BX26,,Preservation,No,3,41,4,0,0,49,49,2022,2024,1.0
72973,2022-10-12,2022-10-12,Queens,11431,,,10/12/2022,New Construction,No,0,0,1,0,0,1,1,2022,2022,1.0
71931,2022-10-11,2024-01-01,Brooklyn,11218,504,BK40,,New Construction,No,0,38,38,19,0,95,375,2022,2024,0.253
72330,2022-10-07,2024-01-01,Brooklyn,11201,,,,Preservation,No,0,0,0,2,0,2,2,2022,2024,1.0
72955,2022-10-07,2022-10-07,Queens,11431,,,10/07/2022,New Construction,No,0,0,1,0,0,1,1,2022,2022,1.0
72956,2022-10-07,2022-10-07,Manhattan,10001,,,10/07/2022,New Construction,No,0,0,1,0,0,1,1,2022,2022,1.0
72966,2022-10-07,2022-10-07,Queens,11431,,,10/07/2022,New Construction,No,0,0,1,0,0,1,1,2022,2022,1.0
72970,2022-10-07,2022-10-07,Brooklyn,11201,,,10/07/2022,New Construction,No,0,0,1,0,0,1,1,2022,2022,1.0
73275,2022-10-07,2024-01-01,Brooklyn,11226,818,BK95,,New Construction,No,0,0,0,0,9,9,28,2022,2024,0.321
71806,2022-10-06,2024-01-01,Brooklyn,11215,119,BK37,,New Construction,No,0,19,21,10,0,50,197,2022,2024,0.254
71702,2022-10-03,2024-01-01,Brooklyn,11201,,,,Preservation,No,1,0,0,0,0,1,1,2022,2024,1.0
72920,2022-09-30,2022-09-30,Staten Island,10341,,,09/30/2022,New Construction,No,0,0,1,0,0,1,1,2022,2022,1.0
72941,2022-09-30,2022-09-30,Brooklyn,11201,,,09/30/2022,New Construction,No,0,0,1,0,0,1,1,2022,2022,1.0
70648,2022-09-29,2022-09-29,Bronx,10475,46202,BX13,09/29/2022,Preservation,No,0,0,46,74,14,135,135,2022,2022,1.0
72024,2022-09-29,2024-01-01,Brooklyn,11201,,,,Preservation,No,0,0,2,0,0,2,2,2022,2024,1.0
73281,2022-09-28,2024-01-01,Queens,11385,559,QN20,,New Construction,No,0,0,0,0,9,9,28,2022,2024,0.321
72042,2022-09-27,2024-01-01,Queens,11431,,,,Preservation,No,0,1,0,0,0,1,1,2022,2024,1.0
72333,2022-09-27,2024-01-01,Queens,11431,,,,Preservation,No,1,0,0,0,0,1,1,2022,2024,1.0
73022,2022-09-26,2024-01-01,Bronx,10451,,,,Preservation,No,0,0,0,3,0,3,3,2022,2024,1.0
71359,2022-09-23,2024-01-01,Queens,11431,,,,Preservation,No,0,0,0,1,0,1,1,2022,2024,1.0
72917,2022-09-23,2022-09-23,Staten Island,10341,,,09/23/2022,New Construction,No,0,0,1,0,0,1,1,2022,2022,1.0
72918,2022-09-23,2022-09-23,Brooklyn,11201,,,09/23/2022,New Construction,No,0,0,1,0,0,1,1,2022,2022,1.0
72919,2022-09-23,2022-09-23,Bronx,10451,,,09/23/2022,New Construction,No,0,0,1,0,0,1,1,2022,2022,1.0
68833,2022-09-22,2024-01-01,Bronx,10457,373,BX17,,Preservation,No,25,0,24,0,0,50,50,2022,2024,1.0
68833,2022-09-22,2024-01-01,Bronx,10458,393,BX06,,Preservation,No,16,0,15,0,0,31,31,2022,2024,1.0
68833,2022-09-22,2024-01-01,Bronx,10458,393,BX06,,Preservation,No,15,0,13,0,0,29,29,2022,2024,1.0
68833,2022-09-22,2024-01-01,Bronx,10457,225,BX14,,Preservation,No,29,0,28,0,0,58,58,2022,2024,1.0
68833,2022-09-22,2024-01-01,Bronx,10452,223,BX63,,Preservation,No,8,7,30,14,0,60,60,2022,2024,1.0
73295,2022-09-22,2024-01-01,Bronx,10451,69,BX34,,New Construction,No,0,0,0,0,11,11,12,2022,2024,0.917
73306,2022-09-22,2024-01-01,Brooklyn,11218,484,BK41,,New Construction,No,0,0,0,0,9,9,29,2022,2024,0.31
72908,2022-09-21,2022-09-21,Manhattan,10001,,,09/21/2022,New Construction,No,0,0,1,0,0,1,1,2022,2022,1.0
73195,2022-09-21,2024-01-01,Bronx,10459,12101,BX35,,New Construction,No,0,0,0,0,3,3,10,2022,2024,0.3
73195,2022-09-21,2024-01-01,Bronx,10459,12101,BX35,,New Construction,No,0,0,0,0,3,3,10,2022,2024,0.3
73292,2022-09-21,2024-01-01,Bronx,10458,38302,BX40,,New Construction,No,0,0,0,0,6,6,10,2022,2024,0.6
73292,2022-09-21,2024-01-01,Bronx,10458,38302,BX40,,New Construction,No,0,0,0,0,6,6,10,2022,2024,0.6
73245,2022-09-20,2024-01-01,Bronx,10458,39901,BX05,,New Construction,No,0,0,0,0,10,10,32,2022,2024,0.312
73270,2022-09-20,2024-01-01,Brooklyn,11226,818,BK95,,New Construction,No,0,0,0,0,6,6,18,2022,2024,0.333
64828,2022-09-19,2024-01-01,Brooklyn,11203,834,BK91,,New Construction,No,57,0,0,0,0,58,58,2022,2024,1.0
72028,2022-09-19,2024-01-01,Queens,11431,,,,Preservation,No,0,0,0,1,0,1,1,2022,2024,1.0
72886,2022-09-19,2022-09-19,Queens,11431,,,09/19/2022,New Construction,No,0,0,1,0,0,1,1,2022,2022,1.0
72887,2022-09-19,2022-09-19,Bronx,10451,,,09/19/2022,New Construction,No,0,0,1,0,0,1,1,2022,2022,1.0
72858,2022-09-16,2022-09-16,Queens,11431,,,09/16/2022,New Construction,No,0,0,1,0,0,1,1,2022,2022,1.0
71033,2022-09-15,2024-01-01,Brooklyn,11204,246,BK88,,New Construction,No,0,0,2,3,9,14,44,2022,2024,0.318
73023,2022-09-15,2024-01-01,Queens,11431,,,,Preservation,No,0,0,0,0,1,1,1,2022,2024,1.0
72350,2022-09-12,2024-01-01,Brooklyn,11201,,,,Preservation,No,0,0,2,0,0,2,2,2022,2024,1.0
72859,2022-09-12,2022-09-12,Bronx,10451,,,09/12/2022,New Construction,No,0,0,1,0,0,1,1,2022,2022,1.0
73298,2022-09-12,2024-01-01,Brooklyn,11203,880,BK60,,New Construction,No,0,0,0,0,6,6,7,2022,2024,0.857
72860,2022-09-09,2022-09-09,Bronx,10451,,,09/09/2022,New Construction,No,0,1,0,0,0,1,1,2022,2022,1.0
72349,2022-09-08,2024-01-01,Queens,11431,,,,Preservation,No,0,0,0,0,2,2,2,2022,2024,1.0
73272,2022-09-08,2024-01-01,Brooklyn,11212,910,BK81,,New Construction,No,0,0,0,0,7,7,22,2022,2024,0.318
73274,2022-09-08,2024-01-01,Queens,11374,71304,QN17,,New Construction,No,0,0,0,0,4,4,12,2022,2024,0.333
73234,2022-09-07,2024-01-01,Brooklyn,11206,511,BK90,,New Construction,No,0,0,0,0,8,8,24,2022,2024,0.333
